SeniorCitizen,Partner_Num,Dependents_Num,PhoneService_Num,PaperlessBilling_Num,Gender_Num,Churn_Num,MultipleLines_Encoded,InternetService_Encoded,OnlineSecurity_Encoded,OnlineBackup_Encoded,DeviceProtection_Encoded,TechSupport_Encoded,StreamingTV_Encoded,StreamingMovies_Encoded,Contract_Encoded,PaymentMethod_Encoded,TenureGroup,ChargeGroup,HasMultipleLines,HasInternet,HasFiberOptic,HasDSL,HasOnlineSecurity,HasTechSupport,TotalServices,HasPartnerOrDependents,tenure_Scaled,MonthlyCharges_Scaled,ServiceCount_Scaled,AvgMonthlySpend_Scaled,TotalCharges_Scaled
1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,2,0,1,1,0,0,0,4,0,-0.9565715379081899,0.35412236340601566,-0.6767659918934866,0.15132526111506275,-0.7276005677929147
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.1196041759907953,-1.4866438158690392,1.8101878598202,-1.2923147153479866,-0.9567506400340708
0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,2,3,3,1,0,1,0,1,0,0,5,0,0.877545640521119,-0.6535599352757215,-0.1793752215507493,-0.47099913873522437,0.07666346956672301
0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,2,0,3,2,0,1,1,0,0,0,6,0,0.9998201190830729,1.0109449838338807,-0.1793752215507493,1.1494592218252755,1.4018915608549258
0,0,0,1,1,1,1,2,1,0,1,1,0,1,0,0,1,1,2,1,1,1,0,0,0,5,0,-0.3451991450984203,0.831358039514363,-0.42807060672211794,0.9000378130126374,-0.05369334311450064
0,1,1,1,0,0,1,2,1,0,0,0,0,1,1,1,1,3,3,1,1,1,0,0,0,4,1,0.6737548429178625,1.183880559845268,-0.6767659918934866,1.3006917085561123,1.1712416132732753
0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,-1.1196041759907953,-0.5887090942714515,-0.9254613770648553,-0.7181118134465431,-0.9103427324399431
0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,4,0,-1.2418786545527492,0.5104295186470773,-0.6767659918934866,0.040851242726420156,-0.9288926612834134
0,0,1,1,1,0,1,2,1,0,1,1,1,0,0,0,1,0,2,1,1,1,0,0,0,5,1,-1.1603623355114465,0.7399017252775717,-0.42807060672211794,0.300334189079981,-0.8581558933868508
0,1,1,1,1,1,0,2,0,1,0,1,1,1,0,2,2,3,2,1,1,0,1,0,0,6,1,1.5296761928515399,0.4788355191834584,-0.1793752215507493,0.7077436480315179,1.5197641170255622
0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,0,2,0,2,1,1,1,0,0,0,3,0,-1.1196041759907953,0.3674251000222764,-0.9254613770648553,0.01656224164788949,-0.8509653145485973
0,1,1,1,0,1,0,2,0,1,1,1,1,1,1,0,0,3,2,1,1,0,1,0,0,8,1,0.8367874810004677,0.69334214712066,0.318015548791988,0.8634023579027278,1.0275623784500114
0,1,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,2,2,1,1,1,0,0,0,5,1,0.5922385238765598,1.1273439292261607,-0.42807060672211794,1.157121879372038,0.991212458433318
0,0,1,1,0,0,0,1,2,2,2,2,2,2,2,1,3,2,0,0,0,0,0,1,1,13,1,-0.059892028453861136,-1.4883066579460715,1.8101878598202,-1.3330636083090892,-0.7488414494531547
0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,0,4,1,-0.7935388998255847,-0.10149636570090853,-0.6767659918934866,-0.1814535472411268,-0.6778841116535783
0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,1,2,1,1,1,0,1,0,0,3,1,-0.18216650701581508,-0.49725278003466006,-0.9254613770648553,-0.34353796225368943,-0.3866656687043066
0,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,0,4,0,-0.9158133783875386,0.7182847782761486,-0.6767659918934866,0.5374980492535156,-0.6422620723168311
0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,13,1,0.22541508819069803,-1.4783296054838762,1.8101878598202,-1.311775306531909,-0.680795634373362
0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,0,-1.2826368140734004,-0.6502342511216566,-0.9254613770648553,-1.1943399806604307,-0.9887994469419925
0,1,0,1,0,1,1,2,1,0,0,1,0,1,1,1,0,3,3,1,1,1,0,0,0,5,1,1.407401714289586,1.3052680314686453,-0.42807060672211794,1.4548066244146445,2.097216123115991
0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,3,2,0,1,0,1,0,0,5,1,0.7960293214798164,0.35079667925195074,-0.42807060672211794,0.45238941194378857,0.6964207830552207
0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,2,1,3,3,0,1,1,0,0,0,7,1,1.2036109166863296,1.439958239708284,0.06932016362061937,1.6120598079465975,2.002282836858802
0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,1,1,0,0,0,3,0,-0.6712644212636308,0.7116334099680182,-0.9254613770648553,0.6454916502755135,-0.41761162609715885
1,1,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,1,-1.1196041759907953,0.5370349918795984,-1.174156762236224,0.09243125625273792,-0.8448334712448103
0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,2,0,1,1,0,0,0,6,0,-0.834297059346236,1.0259105625271738,-0.1793752215507493,1.0465880306868751,-0.48647354981810303
0,1,1,1,1,0,0,2,1,1,0,1,1,1,1,2,2,3,3,1,1,1,0,0,0,7,1,1.6111925118928425,1.7292927611119506,0.06932016362061937,1.8671508417529197,2.7310678534070782
1,0,0,1,0,1,0,2,1,0,0,0,1,1,1,1,2,3,3,1,1,1,0,0,0,5,0,1.5704343523721913,1.3601418200107203,-0.42807060672211794,1.4219811551778134,2.248085936777509
0,1,0,1,0,0,0,1,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,1,1,13,1,-0.3451991450984203,-1.4866438158690392,1.8101878598202,-1.337650545226251,-0.8072483597712394
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,1,13,0,-0.7120225807842822,-1.5049350787163973,1.8101878598202,-1.257382219414819,-0.8625011204762251
0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,3,3,2,0,1,1,0,0,0,4,1,1.407401714289586,0.8563006706698515,-0.6767659918934866,0.980569095755772,1.6628257561203872
0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,3,1,-1.2418786545527492,-0.12976468101046204,-0.9254613770648553,-0.46676158880242263,-0.9494056622637075
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,-1.1196041759907953,-1.3236852923198472,-0.9254613770648553,-1.2511052865518282,-0.9534200344985607
0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,2,0,1,1,0,0,0,5,1,-0.7120225807842822,0.774821408895256,-0.42807060672211794,0.9102064442506826,-0.39533406589275344
0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.2826368140734004,-1.4849809737920063,1.8101878598202,-1.6053426281241066,-0.9998720560732912
0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,2,2,1,0,1,0,1,0,0,4,1,0.34768956675265195,-0.15138162801188562,-0.6767659918934866,0.02205943129808669,0.09905131472263537
0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,2,1,0,1,0,1,0,0,4,1,0.4292058857939546,-0.029994156388507845,-0.6767659918934866,0.10107754519642352,0.1986386259334179
1,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,1,-1.2826368140734004,0.3142141535572339,-0.9254613770648553,-0.7194763640689326,-0.9760063925671855
1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,3,0,-1.2826368140734004,0.19116383985682364,-0.9254613770648553,-0.7800624117030203,-0.9776386098494886
0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,2,2,0,1,1,0,0,0,5,1,-0.2636828260571177,0.8629520389779819,-0.42807060672211794,0.9285975543057753,0.03310091372147484
0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,2,0,-0.42671546413972294,0.4821612033375233,-1.174156762236224,0.5276991734797727,-0.2454568167947983
0,1,0,1,0,1,0,2,0,1,0,1,1,1,1,2,2,3,2,1,1,0,1,0,0,7,1,1.5704343523721913,0.8546378285928191,0.06932016362061937,0.9767510296025373,1.8162762376471675
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,1,13,0,-1.0380878569494927,-1.509923604947495,1.8101878598202,-1.259224362755045,-0.9358406132283518
1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,2,2,1,1,1,0,1,0,0,4,0,-0.18216650701581508,-0.013365735618182146,-0.6767659918934866,0.17293974297371012,-0.1849103784174787
1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,0,-0.6712644212636308,0.1595698403932052,-0.9254613770648553,0.07372888595763667,-0.5485419205262186
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,1,13,0,-1.0380878569494927,-1.5082607628704625,1.8101878598202,-1.4096660688734721,-0.9520525010998745
0,0,0,1,1,0,0,2,1,0,0,1,1,1,1,2,2,3,3,1,1,1,0,0,0,6,0,1.4889180333308887,1.5181118173288144,-0.1793752215507493,1.5518922225033764,2.2801126866951296
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,-1.2826368140734004,-1.335325186859075,-0.9254613770648553,-1.5316568945150808,-0.997886926946166
0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,2,0,1,0,1,0,0,7,0,-1.201120495032098,0.4173103623332535,0.06932016362061937,-0.24829703415788568,-0.9178421091424162
1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,2,1,2,0,1,1,0,0,0,6,0,-0.46747362366037426,1.0624930882218904,-0.1793752215507493,1.086196259521936,-0.11313693197675079
0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,2,3,2,1,1,1,0,0,0,3,1,1.4889180333308887,0.6833650946584646,-0.9254613770648553,0.8098651889122968,1.5804428973446898
0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2,2,3,1,0,1,0,1,0,0,4,1,1.5704343523721913,-0.5737435155781582,-0.42807060672211794,-0.3997166682223586,0.4812989566457498
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,1,3,0,0,0,0,0,1,1,13,1,1.4889180333308887,-1.5115864470245277,1.8101878598202,-1.3062955111533818,-0.414920673280389
0,0,0,1,1,0,0,2,1,0,1,1,1,1,1,0,0,2,3,1,1,1,0,0,0,7,0,0.6329966833972112,1.2969538210834826,0.06932016362061937,1.3695893732710331,1.1731164574488937
0,1,0,1,1,1,1,2,1,0,0,1,0,0,0,0,2,2,2,1,1,1,0,0,0,3,1,0.5922385238765598,0.6151885695001289,-0.9254613770648553,0.837339441015091,0.7844502313480742
0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,-1.2418786545527492,-0.5138812008049858,-0.9254613770648553,-0.7729667484665955,-0.961779633822788
0,0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,2,3,1,1,1,0,0,0,8,0,0.5107222048352572,1.4499352921704791,0.318015548791988,1.5984561140399118,1.1813437148313124
0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,2,3,2,1,1,1,0,0,0,2,0,0.7552711619591651,0.5370349918795984,-1.174156762236224,0.6370653958213292,0.7936038823231517
0,1,0,1,1,0,1,2,0,1,1,0,1,1,1,0,0,1,2,1,1,0,1,0,0,7,1,-0.42671546413972294,0.4771726771064259,0.06932016362061937,0.5453552719677324,-0.2399866832000532
0,0,0,1,0,1,0,2,0,1,0,1,1,1,1,2,2,3,2,1,1,0,1,0,0,7,0,1.6111925118928425,0.724936146584279,0.06932016362061937,0.8564562344605376,1.7372239844069808
0,1,1,1,1,1,0,2,1,0,0,1,0,1,0,0,0,2,2,1,1,1,0,0,0,4,1,0.1846569286700467,0.9344542482903826,-0.6767659918934866,1.0072259935025665,0.4978196423814919
0,1,1,1,0,1,0,2,0,1,0,1,1,1,1,2,0,3,2,1,1,0,1,0,0,7,1,1.5704343523721913,0.8479864602846887,0.06932016362061937,0.9409315757648166,1.7815364779224763
0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4,1,-1.0380878569494927,-0.5371609898834416,-0.6767659918934866,-0.5432446511873464,-0.8586852611540843
0,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,3,3,0,1,0,0,0,1,1,13,0,1.3666435547689346,-1.320359608165782,1.8101878598202,-1.1131756949836233,-0.2660801027265994
0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,2,3,2,0,1,0,1,0,0,7,1,0.7552711619591651,0.38405352079260213,0.06932016362061937,0.5618366703546789,0.7409097324931275
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,1,1,13,1,-0.10065018797451245,-1.50659792079343,1.8101878598202,-1.2932743025598605,-0.740349508187119
0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,0,0,2,2,1,1,1,0,0,0,4,0,0.06238245010809279,0.6817022525814317,-0.6767659918934866,0.7742153292233587,0.269022481985158
0,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,1,3,0,1,0,0,0,1,1,13,1,1.2851272357276322,-1.3319995027050102,1.8101878598202,-1.1728766490245708,-0.3405224449937956
1,1,0,1,1,1,0,2,1,0,0,1,0,1,1,1,2,3,3,1,1,1,0,0,0,5,1,1.3258853952482834,1.2736740320050268,-0.42807060672211794,1.4343055282991204,1.9876369952986783
0,0,0,1,0,1,0,2,1,1,0,0,1,1,0,0,1,2,3,1,1,1,0,0,0,5,0,0.5922385238765598,1.1938576123074633,-0.42807060672211794,1.249570184038917,1.0509869021500888
0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,2,0,1,1,0,0,0,6,0,-1.2826368140734004,1.0225848783731084,-0.1793752215507493,-0.3706972249862116,-0.9666101146987929
0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,0,3,3,1,1,1,0,1,0,0,3,0,0.6737548429178625,-0.1696728908592438,-0.9254613770648553,-0.014189271178276945,0.2856534526724073
0,1,1,1,0,0,0,2,1,0,0,0,1,1,0,2,3,3,2,1,1,1,0,0,0,4,1,1.407401714289586,0.9726996160621314,-0.6767659918934866,1.0993572408189494,1.7716328892771516
0,0,1,1,0,1,0,1,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,1,1,13,1,0.26617324771134937,-1.51324928910156,1.8101878598202,-1.2981549920118134,-0.6650469432981684
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,1,1,13,0,-0.7527807403049335,-1.494958026254202,1.8101878598202,-1.3166037164265176,-0.8836096601946567
1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,3,2,3,0,1,1,0,0,0,6,0,0.4292058857939546,1.439958239708284,-0.1793752215507493,1.4881928728778424,1.0207688254371825
1,0,0,1,1,1,0,2,1,0,1,1,0,1,1,0,0,3,3,1,1,1,0,0,0,6,0,0.9590619595624216,1.2038346647696587,-0.1793752215507493,1.27790974591233,1.4589529947646258
0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,3,1,1,0,1,0,1,0,0,5,0,-0.7527807403049335,-0.19128983786066717,-0.42807060672211794,-0.24876098136949812,-0.6678481810664452
0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,-1.2826368140734004,0.2161064710123122,-0.9254613770648553,-0.767781456101516,-0.9773077549949677
0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,3,1,-0.6712644212636308,-0.2993745728677842,-0.9254613770648553,-0.2836228417410364,-0.630373354544381
0,1,1,1,1,1,0,2,1,1,0,0,0,1,1,0,0,3,3,1,1,1,0,0,0,5,1,1.5296761928515399,1.3701188724729156,-0.42807060672211794,1.548245330550243,2.3236090715694737
1,1,0,1,1,1,0,2,0,1,0,1,0,1,1,2,3,3,2,1,1,0,1,0,0,6,1,1.6111925118928425,0.6401312006556175,-0.1793752215507493,0.7473744315562174,1.6299608405713137
0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,1,2,0,1,1,0,0,0,4,1,-0.38595730461907163,0.3474709950978853,-0.6767659918934866,0.38758355587555704,-0.2575661044702622
0,0,1,1,0,1,0,2,2,2,2,2,2,2,2,0,1,1,0,1,0,0,0,1,1,13,1,-0.46747362366037426,-1.335325186859075,1.8101878598202,-1.2407098918103527,-0.8027046197691526
0,0,0,1,1,0,1,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.2826368140734004,-1.4866438158690392,1.8101878598202,-1.6061613584975403,-0.9998941130635925
0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,3,1,-1.2826368140734004,0.16289552454727016,-0.9254613770648553,-0.7939808280513917,-0.9780135786846123
1,1,0,1,1,0,1,2,1,0,1,0,0,1,1,0,0,2,2,1,1,1,0,0,0,5,1,-0.019133868933209827,0.9427684586755455,-0.42807060672211794,0.9726160277165089,0.2841976913125154
0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,2,0,1,1,0,0,0,4,1,-0.6305062617429795,0.5320464656485004,-0.6767659918934866,0.6125979535075625,-0.3908123828809682
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,-1.1603623355114465,-1.0376764550702453,-0.9254613770648553,-1.0332138431686948,-0.947971957894117
0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,2,1,1,1,0,1,0,0,4,0,0.14389876914939542,-0.3010374149448169,-0.6767659918934866,-0.2176610286979169,-0.15231014675202204
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,3,1,0,1,0,1,0,0,3,0,0.7145130024385138,-0.8364725637493041,-0.6767659918934866,-0.6950107740863279,-0.15617012005476555
0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,2,0,0,1,0,1,0,0,3,1,0.6329966833972112,-1.1756923474639485,-0.6767659918934866,-0.9850123455915253,-0.38101907918715033
0,0,1,1,0,0,0,1,2,2,2,2,2,2,2,2,3,3,0,0,0,0,0,1,1,13,1,0.7145130024385138,-1.4866438158690392,1.8101878598202,-1.3126866534634232,-0.580502499472935
0,1,0,1,0,1,0,2,0,1,0,1,1,0,1,2,3,3,2,1,1,0,1,0,0,6,1,1.6111925118928425,0.4888125716456537,-0.1793752215507493,0.6707726719596198,1.554636218692062
0,0,1,1,0,1,0,2,2,2,2,2,2,2,2,0,3,0,0,1,0,0,0,1,1,13,1,-0.9158133783875386,-1.3319995027050102,1.8101878598202,-1.2695143149484265,-0.9100118775854222
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,1,1,13,0,-0.5897481022223282,-1.5032722366393647,1.8101878598202,-1.2609587784145555,-0.8359886181339524
0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,4,0,-1.2826368140734004,0.5021153082619144,-0.6767659918934866,-0.6269598318709337,-0.9735139526631285
0,0,0,1,0,0,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,13,0,-1.2826368140734004,-1.514912131178593,1.8101878598202,-1.6200797748459117,-1.000269081898716
0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,2,0,1,1,0,0,0,6,0,-0.9565715379081899,0.9710367739850989,-0.1793752215507493,0.721980331398294,-0.6507319565925653
0,0,0,1,0,1,0,2,1,1,1,0,0,0,1,0,1,0,2,1,1,1,0,0,0,5,0,-1.2418786545527492,0.8612891969009494,-0.42807060672211794,-0.028467928890959462,-0.9316938990516901
0,1,0,1,1,0,0,2,1,0,1,0,1,0,0,0,3,2,2,1,1,1,0,0,0,4,1,0.30693140723200063,0.46553278256719766,-0.6767659918934866,0.5614971967852063,0.3705949223230658
0,1,0,1,0,1,0,2,1,0,1,1,0,1,1,1,2,3,2,1,1,1,0,0,0,6,1,1.4889180333308887,1.1522865603816492,-0.1793752215507493,1.2646348229100959,2.009252845794042
0,1,0,1,1,0,1,2,1,1,1,1,1,0,1,1,0,2,2,1,1,1,0,0,0,7,1,0.1846569286700467,1.1423095079194538,0.06932016362061937,1.2996851011075115,0.6475204355570359
0,0,1,1,1,1,0,2,1,0,1,1,0,0,0,0,3,1,2,1,1,1,0,0,0,4,1,-0.5897481022223282,0.5220694131863051,-0.6767659918934866,0.48845257425165495,-0.3882537720060067
1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,1,-0.8750552188668873,0.17786110324056337,-0.9254613770648553,0.34187111002551357,-0.6405636840636239
0,1,0,1,1,0,1,2,1,0,1,0,0,0,1,0,3,0,2,1,1,1,0,0,0,4,1,-0.9973296974288413,0.6767137263503343,-0.6767659918934866,0.3468744623076077,-0.732011965853193
0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,-1.201120495032098,0.3458081530208528,-0.9254613770648553,0.0452178047180661,-0.9020272470963185
0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,3,3,1,0,1,0,1,0,0,5,1,0.9183038000417704,-0.17964994332143913,-0.42807060672211794,-0.08987270689848077,0.3838952874748049
0,1,0,1,1,1,0,2,1,0,0,1,0,0,1,0,0,2,2,1,1,1,0,0,0,4,1,0.021624290587441482,0.9477569849066428,-0.6767659918934866,1.0421424358990001,0.35522120008299596
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,0,1,0,1,0,0,3,0,0.5514803643559085,-0.6618741456608843,-0.9254613770648553,-0.42483794840390676,-0.05199495486129354
0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,1,13,0,0.06238245010809279,-1.2887656087021633,1.8101878598202,-1.0188041885962629,-0.5763116713156705
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,13,0,-1.201120495032098,-1.4849809737920063,1.8101878598202,-1.3961570177118172,-0.979689909947518
0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,1,13,1,-0.10065018797451245,-1.4500612901743224,1.8101878598202,-1.1840398243494916,-0.6947356522438414
0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,1,0,2,1,1,1,0,1,0,0,5,0,0.021624290587441482,-0.18131278539847184,-0.42807060672211794,-0.05514890694285493,-0.1473252669439076
0,1,1,1,1,1,0,2,1,0,0,1,0,0,1,1,3,2,2,1,1,1,0,0,0,4,1,0.5107222048352572,1.0026307734487179,-0.6767659918934866,1.1742469896830248,0.9184905614096305
0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,1,0,1,0,1,0,0,4,0,0.30693140723200063,-0.09817068154684334,-0.6767659918934866,0.17829144395127647,0.15895810038121452
0,0,0,1,1,0,0,2,1,1,0,1,1,1,1,2,0,3,3,1,1,1,0,0,0,7,0,1.5704343523721913,1.7891550758851236,0.06932016362061937,1.919928419798065,2.731023739426475
0,0,0,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,-1.2826368140734004,-0.3492598351787613,-0.6767659918934866,-1.046149783068946,-0.9848071316974408
0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,2,2,3,1,0,1,0,1,0,0,6,1,1.6111925118928425,-0.013365735618182146,0.06932016362061937,0.09523886588948982,0.9886979615389594
0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,2,0,1,1,0,0,0,4,1,-0.42671546413972294,0.5087666765700448,-0.6767659918934866,0.6135590717720287,-0.2188560864913201
0,1,1,1,1,1,0,1,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,1,1,13,1,0.5514803643559085,-1.4849809737920063,1.8101878598202,-1.3469025468419544,-0.6357552601779206
0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,1,3,0,0,0,0,0,1,1,13,1,0.9183038000417704,-1.4583755005594854,1.8101878598202,-1.2283172911579257,-0.4748715729195711
0,0,0,1,0,1,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.2826368140734004,-1.4766667634068436,1.8101878598202,-1.6012489762569384,-0.9997617711217843
0,0,0,1,1,0,0,2,0,0,1,0,1,1,1,1,1,0,2,1,1,0,1,0,0,6,0,-0.834297059346236,0.3657622579452435,-0.1793752215507493,0.21639543202518732,-0.6318511728945743
0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,2,0,-0.059892028453861136,0.5187437290322402,-1.174156762236224,0.5498627386432119,0.06278962266714766
0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,-1.1196041759907953,-1.3270109764739122,-0.9254613770648553,-1.38810616903972,-0.9644926436298592
0,1,1,1,1,0,0,2,0,1,1,0,0,1,1,2,0,3,2,1,1,0,1,0,0,6,1,1.407401714289586,0.35412236340601566,-0.1793752215507493,0.5824253312160241,1.2981354784771804
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,3,0,-1.2826368140734004,-0.67850256643121,-0.9254613770648553,-1.208258397008802,-0.9891744157771164
0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,2,1,0,1,0,1,0,0,3,1,0.30693140723200063,-0.748341933666578,-0.6767659918934866,-0.5650757970594512,-0.2515886600985851
0,1,1,1,1,1,0,2,0,1,0,1,0,1,0,0,3,2,2,1,1,0,1,0,0,5,1,0.34768956675265195,0.32252836394239676,-0.42807060672211794,0.4214828920517728,0.32502518036039113
0,0,0,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,-1.2826368140734004,0.3474709950978853,-0.9254613770648553,-0.7031017566002602,-0.9755652527611577
0,0,0,1,1,1,1,2,1,1,0,0,0,1,0,1,0,3,2,1,1,1,0,0,0,4,0,0.7552711619591651,0.9959794051405875,-0.6767659918934866,1.1105749583336872,1.1252748454851755
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,2,3,2,1,0,1,0,1,0,0,6,1,0.38844772627330326,-0.5554522527308,0.06932016362061937,-0.388290407894413,-0.11225465236469513
0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,1,1,13,1,-0.38595730461907163,-1.5032722366393647,1.8101878598202,-1.3399375320693756,-0.8160490989014945
1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,-1.2826368140734004,0.18950099777979118,-0.9254613770648553,-0.7808811420764539,-0.9776606668397898
0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,1,1,13,0,-1.2826368140734004,-1.4866438158690392,1.8101878598202,-1.6061613584975403,-0.9998941130635925
